url,url shortening,ip address,presence of favicon,dns record,age of domain,google index,prefix sufix,long url,label
www.ewrinc.com/cotton/,0,0,0,0,0,0,0,0,1
www.paypal.com.uscgi-bin.webscr.cmd.login-submit.dispatch.97c8e6d0d14f43b296fdbdb6189c802954b1267956048.suenacristo.com/f1d6f6a61977a0211a618ccfbe7b3aae/,0,1,1,1,0,1,1,1,1
www.kasa.org.in/wp-content/plugins/wp-security-scan/images/tooltips/r.html,0,0,1,0,0,1,1,0,1
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=wjbzyytus.battle.net/d3/en/index&amp;app=com-d3,0,0,1,0,0,1,1,1,1
bussiness.85264.kingdream.kz/login-error.php?login=4c05dd13233640d27af3bf9d9d0c8522,0,0,1,0,1,1,1,1,1
www.onlamp.com/topics/bsd/OpenBSD/,0,0,0,0,0,1,0,0,1
www.macharsoft.co.uk/unicomal/unicomal.html,1,0,1,0,0,1,0,0,1
www.grinninglizard.com/kyra/,0,0,1,0,0,0,0,0,1
www.118bm.com/images/?us.battle.net/login/en/?ref=ldjqiwmus.battle.net/d3/en/index&amp;app=com-d3,0,0,1,0,0,1,1,1,1
sites.google.com/site/habbotuttogratis/,0,0,0,0,0,0,0,0,1
tools.ietf.org/html/rfc2007,0,0,1,0,0,1,0,0,1
alattarcorporation.com/css/rohan.sdsu.edu/login.htm,0,0,1,0,0,1,0,0,1
liderinfor.com.br/Fi/loginAction.action.php?cmd=verification&amp;appId=ABONNESNEUF&amp;api=,0,0,1,0,1,1,0,1,1
us.battle.net.login.en.ppweb.asia/login/en/login.html?app=wam&ref=www.battle.net/account/&eor=0&app=bam,0,0,1,0,0,1,0,1,1
www.paypal.com.cgi-bin.webscr.dispatch.654a651951c965198e4195132321c9849a.6516c5132132e13516c9851616e51651d32.65a1651c321321321321.056516e56516e519849a1.bigmikestyles.com/update/,0,1,1,1,0,1,1,1,1
paypal.com.us.cgi-bin-webscr-cmd.login-submit-dispatch.74fghghs68g484iky4mn86we8r46d4h38df4b83m48hg3ui4ty84s83f4xcbjh.pastypeduli.com/secure/paypal/secure.aspx/home/,0,1,1,1,0,1,1,1,1
p9.secure.hostingprod.com/\%40doispremiospordiaviver.com/ssl/,0,0,1,0,0,1,0,0,1
elegantwheelslt.com/logs/MasterCardPromocoes.com.br/cadastre-se.php?=2ORKLVTNUQTFMBB4J2IIDIXWLBZVLYQIZUCKEVR4XICH381FLO0PYDGCHEO50V4JAZTEOPHA5VRY6LPOUV7F,1,1,1,1,0,1,1,1,1
publicidadcongoogle.com/css/,0,1,1,1,0,1,0,0,1
www.freewebs.com/zetamania/,0,0,1,0,0,1,0,0,1
ez.in.th/log/yahoomail.com/verify/Yahoo.html,0,0,1,0,0,1,0,0,1
www.junmem.hut2.ru/seniormember/details.aspx/http/spm.com.htm,0,0,1,0,0,1,0,0,1
daltonbgs.com/script/PAYPAL/secure-code5/home/d2eae20585547a6f336f11166979cdd1/,0,1,0,0,0,1,1,1,1
www.annp.gov.py/images/banners/Priv8_Scama/your-account/updating/uptodate/login.html,0,1,1,0,0,1,1,1,1
tech.groups.yahoo.com/group/sandchi/,0,0,1,0,0,1,0,0,1
habbosulakemoedas2011.blogspot.com/,1,1,1,1,0,1,0,0,1
www.agdealer.com/notredame,0,0,1,0,0,1,0,0,1
upload.hnteacher.net/tools/?us.battle.net/login/en/?ref=bzfsfojus.battle.net/d3/en/index&app=com-d3,0,0,1,0,0,1,1,1,1
https-pay-pai.help.sec.us-login-cgi.bin.resolution.center.disbitch.41b54b566bh89g9g6g4566n8h9h65j66.siscook.net/44a0d2c819a2015e3a1080fc95fdadf6/,0,1,1,1,0,1,1,1,1
www.macdesignpro.com/articles/viewarticle.jsp?id=38637,0,0,1,0,0,1,0,0,1
masterplusmsk.ru/ppay/php_login.php,0,1,1,1,0,1,0,0,1
www.angelfire.com/stars2/mygraphics/index.html,0,0,1,0,0,1,0,0,1
www.geraweb.net/moedasgraaaatis/,0,0,1,0,1,1,0,0,1
www.alentus.com/hosting/sharepoint.asp,0,0,0,0,0,1,0,0,1
www.enjoythemusic.com/magazine/viewpoint/0902/dvdaconference.htm,0,0,1,0,0,0,0,0,1
rawstory.com/news/2007/Countdown_Telcom_whistleblower_describes_secret_room_1107.html,0,1,1,0,0,1,0,1,1
www.linabtechnologies.com/tmp/9bf117eb6bbe1b29f3dfe78f37c00c1d/Einloggen.htm,0,0,1,0,1,1,0,1,1
web.2fou.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Ffbreyebus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,0,0,1,0,0,1,1,1,1
www.babinet.cz/avatars/19889/hires/dir/cf12b6a2f7b82054a3b185e5f3e7e489/,0,0,1,0,0,1,0,0,1
tools.ietf.org/html/rfc168,0,0,1,0,0,1,0,0,1
www.microsoft.com/whdc/devtools/debugging/,1,0,0,0,0,1,0,0,1
www.angelfire.com/biz6/knightlyart/emails.html,0,0,1,0,0,0,0,0,1
www.mariachisadomicilio.cl/images/ben/667a88a69093a726a2795dd5c0849caf/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,0,1,1,0,1,1,1,1,1
pastehtml.com/view/aywjmrynx.html,0,0,0,0,0,1,0,0,1
www.bigredonemuseum.com/wp-content/upgrade/,0,1,1,1,0,1,1,0,1
www.paypal-update-info.user.id235641.verification.iloveticonderoga.com/,0,0,0,0,1,1,1,0,1
villakidsbuffetinfantil.com/Limit-id=65722/1d92489fa51b27061e071b2a889b1d03/,0,1,1,1,0,1,1,1,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7coju-_yz34UCmBkrYPmLhHlQmIt45nGSnAAYR0uKVo7b0bJ3se0sFsvF7g7LLkzXFTWuB_WTOvgbSkLJFfd4fPo5y4ms8vzqLWtNNBbpmS9KPb1RS-1VPhcWyvukyzr1lrlw-hz2MCPQWHZRvPB2N8G1lye0Jh1QjTmll7IbN6v6YQS6-Q1E4yqN9GP00XumAhGnZHDj78OcME4p24eiUoQEgq-Gw\%3D\%3D&amp;attredirects=1,0,0,1,0,0,0,1,1,1
jainplywood.in/.paypal-verification/new1/5bdb5dc40d0125dad36383962d803137/732f4fa857a71f9d82d553e073ea07f0/,0,1,1,0,0,1,1,1,1
tinyurl.com/8dtsgta,1,0,0,0,0,1,0,0,1
villakidsbuffetinfantil.com/Limit-id=65722/19129361352048746464db8563c16d8f/,0,1,1,1,0,1,1,1,1
www.fzweite.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&ltosqrcssl=0&dest,0,0,1,0,1,0,0,1,1
www.cgiexpo.com/listing/3818/Amazon-Products-Feed.html,0,0,1,0,0,0,1,0,1
www.region18.org/lolhs_files/first_robotics/,0,0,1,0,0,0,0,0,1
arglist.com/regex/,1,0,1,0,0,0,0,0,1
home.scarlet.be/yvan_martens/rug/RUGApplet.html,0,0,1,0,0,0,0,0,1
sofotosbook.com.br/topform/56e62f7d909afdf2f2df2b1d523f86b4/,0,0,1,0,0,0,0,0,1
www.evolucionaycrece.cl/paypal.com/error_login.htm,0,0,1,0,0,0,0,0,1
rekrims.com/PLO5XIde/webscr_prim.php?cmVrcmltcy5jb20=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjQwMTQzNA==,0,1,1,1,0,0,0,1,1
mom1630.my3gb.com/,0,0,1,0,0,0,0,0,1
www.java4less.com/rchartphp/index.html,0,0,1,0,0,0,0,0,1
service.confirm.paypal.cmd.cgi-bin.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed.548d57s56565d4s5d45sd48s5d5s5ds45d4s5.riadaziman.eu/e0b5aaf19130994582db610bd73db946/Web?885db116fdbfb21918z87HgO97YHhxa5120312838zXAZE7162361777c498f0e4486871d254a9bb4eb9072777c498f0e4486871d254a9bb4eb9072,0,1,1,0,0,0,1,1,1
www.erzurumsarkinsaat.com.tr/cache/mod_kayanhaber/acessoseguro/,1,0,1,0,0,0,0,0,1
donzapatopontevedra.com/remax/,0,1,1,1,0,0,0,0,1
huxijis8.com/images/?us.battle.net/login/en/?ref=lyxnhkdus.battle.net/d3/en/index&app=com-d3,0,0,1,0,0,0,1,1,1
www.fgroupsoft.com/Absolutestartup/Description.html,1,0,0,0,0,0,0,0,1
www.stadtbetriebe-ahrensburg.de/abwasser/archiv/2004/10/3/abwassergebuhren-2004/login/www.paypal.co.uk/login/ipoi/login.htm,0,0,1,0,0,1,1,1,1
groups.google.com/group/utahpython,0,0,0,0,0,1,0,0,1
www.w3.org/TR/xquery-update-10/,0,0,0,0,0,0,1,0,1
pastehtml.com/view/c83aa4829.html,0,0,0,0,0,1,0,0,1
java.sun.com/docs/books/poster/,0,0,0,0,0,1,0,0,1
www.visual-paradigm.com/product/sde/jb/index.jsp,0,0,0,0,0,1,1,0,1
www.ariadne.ac.uk/issue36/search-engines/,0,0,1,0,0,1,1,0,1
www.meissnersd.com/csharp.htm,0,0,1,0,0,0,0,0,1
www.stbcomputer.com/autodesk/components/www.paypal.com/dk/cgi-bin/webscr/cmd-login/108a6046d0f7f98c0c92a768ab85bf68/login.htm,0,1,1,0,0,1,1,1,1
mustafakose.name.tr/natwest.co.uk/index.html,1,0,1,0,0,1,0,0,1
blumenthals.com/blog/,0,0,0,0,0,0,0,0,1
www.cc.gatech.edu/gvu/people/Faculty/Randy.Carpenter/sgimeta.html,0,0,1,0,0,0,0,0,1
www.ibm.com/developerworks/java/library/j-webstart/,0,0,0,0,0,1,1,0,1
www.rejnok.g6.cz/wp-content/plugins/zlwqoooauia/passchanged.html,0,0,0,1,0,1,1,0,1
www.e-power.bz/live/main/scheduled/omaintenance/laidenew/,0,0,1,0,0,1,1,0,1
www.sonystyle.com/webapp/wcs/stores/servlet/CategoryDisplay?catalogId=10551&amp;storeId=10151&amp;langId=-1&amp;categoryId=16178,0,1,1,0,0,1,1,1,1
www.tentsforsaleonline.com/debugs/affiliates.html,0,1,1,1,0,1,0,0,1
esltn.clanteam.com/,0,0,0,0,0,1,0,0,1
www.edb.utexas.edu/multimedia/PDFfolder/Morphing.pdf,0,0,1,0,0,1,0,0,1
www.easymarketing.hu/wp-includes/images/paypal/paypal/us/error_login.html,0,0,1,0,0,1,1,0,1
daubau.it/picoplog/,0,0,0,0,0,1,0,0,1
www.innerpeace.org/pagejumper.shtml,0,0,1,0,0,0,0,0,1
www.palimpalem.com/6/Creditosyvip/,0,0,1,0,0,1,0,0,1
www.vamausa.org/cms2/templates/beez5/css/twentyelen/login/OpretdinkodetilVerifiedbyVisaellerMasterCardSecureCode.html,0,1,1,0,0,1,0,1,1
mesentericischemia.net/paypal.it/login/security/confirmation4548684645384534/it/processing.htm?amp,0,1,1,1,0,1,0,1,1
www.sans.org/resources/policies/Internet_DMZ_Equipment_Policy.pdf,0,0,1,0,0,1,0,0,1
lighthousekamdoe.in/wp-content/themes/twentyeleven/inc/update/index.php,0,0,1,0,0,1,1,0,1
www.macspeedzone.com/archive/5.0/usbcomparison.html,0,0,1,0,0,1,0,0,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7crKn3mGlN-GRdIEJRqYAUmq7JiDxDLJNOzaVtu_98b4CIH9C7PUIGUm9on1XJ25spNFXr8EQqpERK6COoJFtBGIg-M6-XWsQZ5ubSF7WUNFQcCAQkDXeFRbfPMmxq94cpupb7nLclbnoR3S0BXKWrTzLvLnQG4WY_bP0rCw-wDUlTx-5eegkoBmlEpQhn3vBvxMLgetOJwp4btn-WmoqM4zu9-khg\%3D\%3D&amp;attredirects=0,0,0,1,0,0,0,1,1,1
www.usatoday.com/tech/2002/05/08/ebooks.htm,0,0,1,0,0,1,0,0,1
https://raydium-v2.net/,0,0,1,0,1,1,1,0,1
https://aeorax.com/corningcu,1,0,1,0,0,1,0,0,1
https://vintedpage-market.76861324645.xyz/dyqqg3xs?from_email=1,0,0,1,0,1,1,1,0,1
https://magiceden-rent.com/,1,0,1,0,1,0,1,0,1
https://afiliadosdalu.shop/Magazine%20zk%20nova/z-589622140058/512361o/product.php?sku=7000224,0,0,1,0,1,1,1,1,1
https://bestforex-broker.eu/tve.php,0,0,1,0,0,1,1,0,1
https://staging.drtungs.com/dal/example@example.example,0,0,1,0,0,1,0,0,1
https://beeweaver.com/secure-web-online.irs.tax/start.html,0,0,1,0,0,1,1,0,1
https://5x.to/RBFCU,0,0,0,0,0,1,0,0,1
http://vinted-pl-gj32d.bekka.xyz/authorize/1662975258698217,0,0,1,0,1,1,1,0,1
https://urlzs.com/hzqAS,0,0,0,0,0,1,0,0,1
http://vinted-pl-gj32d.comms.top/authorize/1662975258698217,0,0,1,0,1,1,1,0,1
http://vinted-pl-gj32d.giltra.top/authorize/1662975258698217,0,0,1,0,1,1,1,0,1
http://vinted-pl-gj32d.iheartmkz1.xyz/authorize/1662975258698217,0,0,1,0,1,1,1,0,1
http://vinted-pl-gj32d.ketoan.top/authorize/1662975258698217,0,0,1,0,1,1,1,0,1
http://vinted-pl-gj32d.senmonni.top/authorize/1662975258698217,0,0,1,0,1,1,1,0,1
https://tramitatuavancefalaalinstante.solcitudonline.top/,0,0,0,0,1,1,0,0,1
https://kexeqwesend.shop/track/6455337,0,0,1,0,1,1,0,0,1
http://vinted-pl-gj32d.run42kbr4.xyz/authorize/1662975258698217,0,0,1,0,1,1,1,0,1
http://vinted-pl-gj32d.mobilegitim.xyz/authorize/1662975258698217,0,0,1,0,0,1,1,0,1
https://att-mail-106783.square.site/,0,0,1,0,0,1,1,0,1
https://attufyjhfjhf.square.site/,0,0,1,0,0,1,0,0,1
https://att-yahoo106969.weeblysite.com/,0,0,1,0,0,1,1,0,1
http://attufyjhfjhf.square.site/,0,0,1,0,0,1,0,0,1
https://att-yahoo-108449.weeblysite.com/,0,0,1,0,0,0,1,0,1
http://att-yahoo106969.weeblysite.com/,0,0,1,0,0,1,1,0,1
http://att-yahoo-108449.weeblysite.com/,0,0,1,0,0,0,1,0,1
https://att-104670.weeblysite.com/,0,0,1,0,0,1,1,0,1
https://att-yahoo102949.weeblysite.com/,0,0,1,0,0,1,1,0,1
http://vinted-pl-gj32d.techsoft.top/authorize/1662975258698217,0,0,1,0,1,1,1,0,1
https://attyahoomailaccount.square.site/,0,0,1,0,0,1,0,0,1
http://vinted-pl-gj32d.webgoto.top/authorize/1662975258698217,0,0,1,0,1,1,1,0,1
https://heydekotri.weebly.com/,0,0,1,0,0,1,0,0,1
https://yahoo-att-106964.square.site/,0,0,1,0,0,1,1,0,1
http://yahoo-att-106964.square.site/,0,0,1,0,0,1,1,0,1
https://att-102925.weeblysite.com/,0,0,1,0,0,1,1,0,1
https://ites754754833495965815dashboarder.weeblysite.com/,0,0,1,0,0,0,0,0,1
https://mymoicoaerd.xyz,0,0,1,0,0,1,0,0,1
https://mymoicoaerd.top,0,0,1,0,0,1,0,0,1
https://mymoicoaerd.buzz,0,0,1,0,1,1,0,0,1
https://vossenfilmenfoto.nl/dal/example@example.example,0,0,1,0,0,1,0,0,1
https://vsv-dvb34ebr5-g0-3ker0-vgm-wernmv-9rn-n-9n.obs.sa-brazil-1.myhuaweicloud.com/5609h-45jtg-wrkef-wker-gf9jew9r5tgj-wfj-w9jr-g9j9jd.html?AWSAccessKeyId=RY9RPLPHUUEP0RWRE8S8&amp;Expires=1665594150&amp;Signature=iOWswaK2a3xrYHMtFsdTI1FJWLI%3D#x@x.com,1,1,1,0,0,1,1,1,1
https://ipfs.fleek.co/ipfs/bafybeigjk3q6zxiuqwhb573ogx53qpiezghvuxqpre5qhxeyesbx4xblxm#aa@aa.com.sg,0,1,1,0,0,1,0,1,1
https://edupendant.com/app/,1,0,1,0,1,1,0,0,1
https://dev-pichchinli.pantheonsite.io/,0,0,1,0,0,1,1,0,1
http://comickarma.com/scms/index.php,0,0,1,0,0,1,0,0,1
https://cw96008.tmweb.ru/httpdocs/login/ologin.php,0,0,1,0,0,1,0,0,1
https://167.114.176.131,0,0,1,0,0,1,0,0,1
https://decentraltradez.com/vendor/aws/aws-sdk-php/src/EMRContainers/Exception/excellency.php?Document=DQxOQQVfWAtebBEBTRxFTQtfAUNeGgwCBApDQ0gYVApDQQ==,0,1,1,0,1,1,1,1,1
http://twopointscopy.com.willlamson-thermoflo.com/kd/redacted@abuse.ionos.com,0,0,1,1,1,1,1,1,1
https://ionos-update.s3.amazonaws.com/index.html#redacted@abuse.ionos.com,0,0,1,0,0,0,1,0,1
http://hikingthesouthwest.com/free-people-dresses-free-people-17391659834/,1,0,1,0,0,1,1,0,1
http://sindemail.com/e9bba96dc39c5fd/login.php,0,0,1,0,1,1,0,0,1
https://sindemail.com/eb8aa6390f35b2b/finish.html,0,0,1,0,1,1,0,0,1
http://sindemail.com/fd06c0bcc21fc60/login.php,0,0,1,0,1,1,0,0,1
http://sindemail.com/dfb992d98093fe1/login.php,0,0,1,0,1,1,0,0,1
http://sindemail.com/e73b96425e2e140/login.php,0,0,1,0,1,1,0,0,1
http://sindemail.com/a3eb5408531ecc9/login.php,0,0,1,0,1,1,0,0,1
http://payapper.com/,0,1,1,1,0,1,0,0,1
https://payapper.com/,0,1,1,1,0,1,0,0,1
http://sindemail.com/cbb2e0d3ae7d3bc/login.php,0,0,1,1,1,1,0,0,1
http://sindemail.com/121b56b5b05ba2f/login.php,0,0,1,0,1,1,0,0,1
http://sindemail.com/1bc030ebcf8486e/finish.html,0,0,1,1,1,1,0,0,1
https://my-business-107714.square.site/,0,0,1,0,0,1,1,0,1
http://sindemail.com/63102fc5f0a155f/login.php,0,0,1,0,1,1,0,0,1
https://fkjfjdjsjhdsh.weebly.com/,0,0,1,0,0,1,0,0,1
https://20.29.41.207/,0,0,1,0,0,1,0,0,1
https://gksdenh.ml/segurositau/ItauPY-txt/,0,0,1,0,0,1,1,0,1
https://appwebgestisci.com/,0,0,1,0,1,1,0,0,1
http://appwebgestisci.com/,0,0,1,0,1,1,0,0,1
https://khaurl.com/jZRyq,0,0,1,0,1,1,0,0,1
http://vocal-orangefaction.landingbit.com/fonctionnalite-vocal,1,0,1,0,0,1,1,0,1
http://20.206.124.203/itau/,0,0,1,0,0,1,0,0,1
https://assliob.tmweb.ru/,0,0,1,0,0,1,0,0,1
https://ohmy.bio/Connexionconorancli,0,0,1,0,0,1,0,0,1
https://cc01996.tmweb.ru/connexionsec/,0,0,1,0,0,1,0,0,1
http://sms.link/102903,0,0,1,0,0,1,0,0,1
https://sitebuilder173352.dynadot.com/,1,0,0,0,0,1,0,0,1
https://urlz.fr/jrmU,0,0,1,0,0,1,0,0,1
https://chse-servi.art/,0,0,1,0,1,1,1,0,1
https://securemmetass.com/nice/dorof_romntin/bad/enjine/bec985/en/,0,0,1,0,1,1,0,0,1
https://consultas.tuconsultapersonal.online/front/login/index.html,0,0,1,0,1,1,0,0,1
https://bnl11-filiale10-22.com/,0,1,1,1,0,1,1,0,1
http://bnl11-filiale10-22.com/,0,1,1,1,0,1,1,0,1
https://form.jotform.com/222771752993164,0,0,1,0,0,0,0,0,1
https://anthoc.org/die-finanpstinaro/,0,0,1,0,0,1,1,0,1
https://00000222.controint1.repl.co/,0,0,1,0,0,1,0,0,1
https://soporteitauseguridad.soporteysegurid.repl.co/,0,0,1,0,0,1,0,0,1
https://sertaocentral.com/home-client/on-demand/delivery/dhl/portail.php,0,0,1,0,0,1,1,0,1
https://siasky.net/HACI_RBfZFXdI2tqdgJewl9f4IyuGUy8lDttg-LPFj5sQg#user@example.net,0,0,1,0,0,0,1,1,1
https://sabichao.com.pt/restauraracceso/index1.php,0,0,1,0,0,1,0,0,1
https://sabichao.com.pt/restauraracceso,0,0,1,0,0,1,0,0,1
https://post-ch.id645463.xyz/getting/169139281,0,0,1,0,1,1,1,0,1
https://www.beta.arrakis.financial/connect,0,0,1,0,1,1,0,0,1
http://ipko.au/,0,0,1,0,0,0,0,0,1
https://beta.arrakis.financial/connect.html,0,0,1,0,1,1,0,0,1
https://fnbos.fartit.com/x/login/ses/session_index,1,0,1,0,0,1,0,0,1
https://fnbos.fartit.com/x,1,0,1,0,0,1,0,0,1
https://tinyurl.com/2022pag,1,0,0,0,0,1,0,0,1
https://pagamenti.bestmailoffers.us/PannelloAdmin/,0,0,1,0,0,1,0,0,1
https://www.beta.arrakis.financial/connect.html,0,0,1,0,1,1,0,0,1
https://rp-api.pitsolutions.ch/tax/r/DfXjsMf?tax-28667user2507ref-mhsze,0,0,1,0,0,1,1,0,1
https://campaign.conohawing.com/autodiscover.ow-miosft/,0,0,1,0,0,1,1,0,1
https://www.gb2world.com/online-secure-clients.irs/start.html,0,0,1,0,0,1,1,0,1
https://www.vibrawav.com/dac/example@example.example,0,0,1,0,0,1,0,0,1
https://www.happyscrapperbox.com/jp,1,0,1,0,1,1,0,0,1
https://www.littlesherlockllc.com/jp,0,0,1,0,1,1,0,0,1
https://dapps-allinone.com/en/connect.php,0,0,1,0,1,1,1,0,1
https://us1.zonka.co/Gc1pG8,0,0,0,0,0,1,0,0,1
https://web.id.miizuhabanks.bensose.cyou/client/index.php,0,0,1,0,0,1,0,0,1
https://web.id.miizuhabanks.bensose.cyou/client/index_sp.php,0,0,1,0,0,1,0,0,1
http://assistenzadispositivoapp.me/,0,1,1,1,0,1,0,0,1
https://assistenzadispositivoapp.me/,0,1,1,1,0,1,0,0,1
www.netlib.org/opt/,0,0,1,0,0,0,0,0,1
tools.ietf.org/html/rfc1403,0,0,1,0,0,0,0,0,1
tools.ietf.org/html/rfc1130,0,0,1,0,0,1,0,0,1
www.tibiapacclottery.za.pl/,0,0,1,0,0,1,0,0,1
www.shisimi.com/images/?ref=us.battle.net/d3/en/indexapp=com-d3,0,0,1,0,0,1,1,0,1
www.paraben.com/html/cm.html,0,0,1,0,0,1,0,0,1
www.lgrossman.com/mjnk/,0,0,1,0,0,0,0,0,1
"secure-runescape-services-forums-loginwebserver-webs.tk/m=forum/forums.ws17,18,810,63120405",0,0,1,0,0,0,1,1,1
tools.ietf.org/html/rfc3026,0,0,1,0,0,1,0,0,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&attachauth=ANoY7cppLiVDDeoqUttCckX78eLR3mRO-iu_fJOTzELKIvUkqaBhV9hp2tOxfHBTF0JDF0EwLBwjR34INOy1FMQP5aS_xxxuXGrQrTkk8cyzzzNgYjqDPqyWTsFfT6CwF4v4pMf0--Zvq0ysCUjGOD_fU_dxvdioIFucwu42ofRKw7R-e5e2yZ4tkKhzb39a41FCulAO8KjKtdvWI4UQDBv132FEYThb_Q\%3D\%3D&attredirects=0,0,0,1,0,0,0,1,1,1
lnk.co/I1Y2C,0,0,1,0,0,1,0,0,1
ehhoe.eu/reco/,0,0,1,0,0,1,0,0,1
www.austinpcc.org/scripts/tinymce/jscripts/tiny_mce/plugins/filemanager/files/templates/cgi-bin/ad631cbc1a28ac9d6eac381dc253009c/webscr.htm?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,0,1,1,0,0,1,1,1,1
goldtassel.faithweb.com/dolls.htm,0,0,0,0,0,0,0,0,1
ieltsspeakingblog.com/wp-content/plugins/zngxopypwjq/3724740750/de-34136426436/paypal.com/de/.9d4f47e6389393e534a5e8a8f2/cgi-bin/,0,1,1,0,0,1,1,1,1
